naziv,opis,datum_od,stevilo,sifra_prizorisca
FaušDur - A Night In The Park,leto desetič grajskem parku ravnah skupina faušdur posebno leto imamo veliko povedati več novega zaigrati preživit zvezdami večer spomin veselimo večera,2019-08-23 19:30:00,804,1528438844082364
Za žur bosta poskrbeli skupina Ljubavnici in INES ERBUS,predprodaja vstopnic trgovina marija most komenda tehnična trgovina medium dom ljubljanska cesta kamnik rezervacija vstopnic tel,2019-10-05 21:30:00,711,129002367674177
"???? ??????? - Neda Ukraden (sobota, 30.11.)",life prihaja zvezda life vroče super žurerji hodijo domov life prihaja fantastična ogrevanj poskrbel dee sandi deej vstopnina predprodaja eventimpoštapetrol predprodaja vratih dan dogodka starostna omejitev age limit info vip rezervacij lifediskoteka gmailcom lifeklubdomzal,2019-11-30 22:00:00,1173,1771102423143566
60 let NK Tišina,obletnica nogometnega kluba tišina skupino čuki,2019-09-07 19:00:00,573,437686379721649
NK Maribor – Rosenborg BK,vijol čno poletj evropi atraktivno razburljivo dolgo padel aik silovitem ritmu čaka naslednji spektakel ljudskem vrtu maribor rosenborg termin tekm norveškim prvakom določen sreda takoj gremo kart začetek predprodaj četrtek ure najprej polnijo tribun dni kupci sezonskih vstopnic predkupni pravici lahko vstopnico sedež kupijo posebnim popustom neomejeno število ostalih vstopnic redni ceni ostal navijač začenja predprodaja soboto vključno nedelj ostali rezervirani sedeži kupcev sezonskih vstopnic maribor rosenborg sreda tekma kroga kvalifikacij uefa champion leagu cene vstopnic predprodaji vključno eur odrasli eur otroci let eur navijaška tribuna člansko izkaznico viol eur navijaška tribuna člansk izkaznic družinski sektor tribuna vzhod sektor eur odrasli eur otroci let cene vstopnic kupc sezonsk vstopnic odrasli eur eur družinski sektor odrasli eur eur cene vstopnic dan tekm eur odrasli eur otroci let eur navijaška tribuna člansko izkaznico viol eur navijaška tribuna člansk izkaznic družinski sektor tribuna vzhod sektor eur odrasli eur otroci let prodajna mesta vijol čna bajta mercat center tabor vijol čna bajta center mesta tyrševa ulica spleta dodatn informacij nakupu veljajo omejitv personalizacij vstop potrebovali osebnih dokumentov izpolnjenih obrazcev miskupajenosmo vidimo,2019-08-07 20:15:00,3042,142530682431157
"Martinovanje z Modrijani, Ljubavnici in Tomy Vertigo",jesenski žur gostilni japu martinovanj modrijani ljubavnici tomi vertigo sobota gostilni japu naredili nor martinov žur modrijani ljubavnici soboto odličen žur modrijanov poskrb glasbeni gostj ljubavnici tomi vertigo ljubavnici oko zeleno jedna jedina sve uzmit modrijani lepo sreča oprostil,2019-11-16 21:00:00,1395,671736182881527
Hip-Hop reunion 2019 (Poklon Hip-Hopu),hip hop reunion earli bird vstopnic sell out predprodaja special sell out predprodaja regular sell out predprodaja last minut trenutno prodaji cena eur way store eur eventim nastopajo nere stoka bad copi nigrutin timb gener woo emkej mrigo ghet drill smoke mardeljano cyam mito doša gottsche project mirko kuna freestaly vazz supastar zofa lipa ladi first banga cypher masayah fraw blanka žena sahareya floor root session soundsystem root session kustur warm nbgt pozor lanskoletni hip hop reunion popolnoma razprodan zato svetujemo nakup vstopnic predprodaji,2019-10-18 21:00:00,3741,43956324012
SHAKE DAT – Premiera!,nova cirkuška nanizanka ljubitelj dancehalla reggaetona afrobeata moombathona bja temperamentom aka allnight deyem svetovno selekcijo klubu cirku poletj zavleklo globoko jesen zimo dey all night long klub cirku trg mladinskih delovnih brigad cene vstopnic ticket price navadna regular eur vip eur informacij info cirkusklubsi vip rezervacij miz rezervacij cirkusklubsi izgubljeni predmeti lose find garderobacirku gmailcom,2019-09-14 23:00:00,559,237302949627686
La magia del Lago di Bled e camminata al Canyon di Vintgar,una super uscita giornata nel verd della slovenia vedremo famoso lago bleed gola vintgar una gola scavata dalla forza dellacqua tutt info nel link qui sotto costo euro vicenza padova verona arzignano montebello san giorgio nogaro triest costo euro brescia mantova desenzano chiama per tutt informazioni scrivi una email info conmigoadventureit,2019-07-28 05:00:00,1221,109487632411598
VAZZ [z gosti] - Predstavitev albuma »Jacob« - Razprodano,sodelovanju vice event kinu šiška dvorana komuna premierno nastopil mark jacob cavazza umetniško plat rime izraža imenom vazz prvencem individum mlad ljubljanski raper lansko zimo upravičil psevdonim mladi prešeren leto dlake jeziku nikakor ustavlja dogodku prvič živo predstavil solo album naslovom jacob večer odru pridružili razni gosti primorec zofa lipa obal prihaja zatrest prestolnico solo albumom obalni duh starodavnega pirata dogodek otvorila simpatični duo žena janči kratkim stopila sceno singlom mačk gramofoni celoten večer kril hrbet sunnysun dogodek občutkom povez pravo hiphop poslastico lineup sunni sun celoten večer žena janči zofa lipa vazz vstopnic razprodano,2019-11-09 21:00:00,812,154287574875
Kako čustva vplivajo na naše bolezni in zdravje,vsakoletnem ciklu poti ponujamo ptujski knjižnici niz psiholoških predavanj ponud različn vsebin različn življenjsk situacij različnimi pristopi letošnji predavatelj andrej pešec univ dipl politolog mednarodnih odnosov predavatelj vedski pedagog strokovnjak odnos vzgojo osebni razvoj predavanja sinteza različnih znanj motivacijsk psihologij zgodb modrosti čustva imajo ključno vlogo razvoju različnih telesnih bolezni vplivajo razvoj bolezni srca kože pljuč kažejo avtoimun bolezni težavah ščitnico osteoporoza revma predavanju učili prepoznavati sporočila telesa ugotavljali vpliva delovanj kje skrivnost optimalnega celostnega zdravja pomeni umetnost transformacij negativnih čustev pogledali sprostitven tehnik lahko pomagajo predhodn prijav potrebn vstop prost vabljeni,2019-10-09 17:00:00,808,337523816265477
SMOKE FEST MAKOLE 2019 v dimljemju svinjskih in govejih reber,gurmani ljubitelji dobr hrane pozor septembra makolah dimilo peklo osrednjem trgu makolah potekalo tekmovanj dimljenju reber kategorijah predstavljali podjetja organizacij povezan dogodkom dogodku prisotni lokalni mesarji mesar jože vinarji vinogradništvo plavčak lokani pivovarji old franz breweri kozel strokovnjaki področju stari pisker celj žarovnij bbq špena doo prisotna podjetja izdelujejo prodajajo peči smokerj pro špena doo kuharji zberej uro zjutraj uri dajo komisijo rebrca pol ponujali specialitet prodajo cel dan šank odprt dogajal predstavitv povabljenih gostov pivovarji gostinci vinogradniki izdelovalci peči uvozniki dodatki peko itd vabljeni zanima udeležba tekmovanju pokličitepišit wild west fire čestitk organizatorjem odlično izpeljan dogodek tedn sledi naslednji bbq highlight sloveniji tekmovanj ljubiteljskih pitmastrov makol smoke fest vabljeni znanj bbqja pokazati širši javnosti družina prijatelji uživali dobrotah več info prijavo dogodek lahko kontaktir beno toplak franci gorjp pišet zavodmakol gmailcom pogumno dobrodošli namen tekm ljubitelji bbqja delimo znanj izkušnj peki glavno bbqju prijetno družili tekma namenjena ljubitelj pridejo različni gostj delili nasvet vzpodbujali izdali skrivnost vidimo makolah septembra podrobnosti sledijo,2019-09-01 08:00:00,701,108950592456293
Ivan Zak,zadnji koncert sezono ivan zak vstopnic predprodaji možno kupiti četrtk dalj eventimovih prodajnih mestih dan dogodka vstopnic prodajajo vhodom prizorišč predprodaja dan dogodka,2019-08-30 21:00:00,734,106413489780115
Vonj po Istri 2019,krkavč vonj istri pristni istrski dogodek zajema predstavitev vasi krkavč prebivalcev običajev kulinarik izdelkov živali nekoč nepogrešljivi del življenja vasi odvij soboto septembra mesecu goduj mihael zavetnik vasi krkavč glavni prireditveni prostor čudovitem edinstvenem vaškem trgu cerkvijo leži živi skali tam postavljen oder gostinska ponudba ponujala avtohton istrsk jedi česnova juha mineštra koruzo bakala polento domač stojnic poti pelj vaškega trga postavljen stojnic domačini ponujali domač skrbno pridelan izdelan tradicionaln dobrot celotno zgodovino vasi zaščitni znak stojnic domačimi izdelki postavljen ogl tematsk stojnic predstavljeni tradicionalni istrski običaji istrska glasbila oblačila spominki izdelal pridn roke mladih krkavških gasilcev vodeni ogledi krkavč poznan različnih turističnih atrakcijah obiskovalcem ogl postavljena cerkev nadangela mihaela krkavč istrska hiša vrešj itd avtobu odpelj ogl najstarejš istrsk oljarn krkavškega kamna istrskega goveda boškarina park avtohtonih istrskih živali kulinarična eksplozija tekmovalca televizijskega šova masterchef sara špela skupaj otroki okoliških osnovnih šol živo pripravila preprost istrsk jedi počnejo največji kuharski mojstri oranj boškarinom obuditvi slovenskega istrskega običaja oranj boškarinom leto ponovno prikazali oranj kraju kjer poče nonoti none način pravim prekrasnim belim istrskim volom boškarinom kulturni program osrednji zaključni del prireditv predstavlj kulturni program odvij vaškem trgu cerkvijo takrat grl okoliških pevcev zadonel istrsk pesmi folklorn skupin šavrinskih nošah zavrtel ritmu istrsk glasb zape big band rudi bučar,2019-09-21 11:00:00,1614,648996645195787
LAPSUS BAND @SPACE BAR (31. 8.),sobota lapsu band ekipa space bara ponovno pripravlja nepozabno najboljšo zabavo mestu okolici lapsu host light show prijeten ambient vstop pripravit največjo zabavo daleč rezervirajt mizo najboljšo zabavo mestu info rezervacij,2019-08-31 22:00:00,549,289518995059825
Veliko silvestrovanje @Trg Leona Štuklja,veliko silvestrovanj trgu leona štuklja pričnemo nastopili groovocado big foot mama,2019-12-31 22:00:00,1065,1008920022484743
1NA1: Štras & Manca Trampuš,gregor strasbergar štra mrfi manca trampuš koala voic najbolj prepoznavna glasova nove generacij rockerskih pesnikov manca trampuš koala voic novo postavila pravila ženskega rock vokala letih lahko pohvali izdanimi albumi več koncerti štra lani mrfi izdal dolgometražni prvenec stori prejel zlato piščal novinc leta štrasu manci stoji novi koncertni rock glasbeni dialog nov glasbeni cikel siti teatru btc prinaša nabor avtorjev avtor velikokrat srečali redko skupaj stali odru pogovarjali glasbi glasb koncertnem ciklu parov glasbenikov glasben izbranih skladb obujalo spomin menjavalo vloge razkrivalo dogodivščin glasbena pričakovanja intimnem vzdušju spregovorilo zakulisju glasb,2020-02-12 20:00:00,584,143411535722313
"✘ RBD Tribute PARTY ✘ | petek, 6.12. v Klubu Mesečina Trbovlje",decembra sloveniji prvič razpadu skupin odvij rbd tribut parti skupaj začelo uri trajalo ure vabljeni oboževalci skupin rbd stari novi spominjali starih časov uživali pesmih najpomembnej vstopnin starostn omejitv pijačo lokacija klub mesečina bevško trbovlj,2019-12-06 20:00:00,758,196796210330502
Oktoberfest / Modrijani & Poskočni muzikanti / Mr. Andy DJ,tradicionalni oktoberfest pišek oktoberfest festiv poteka leto najpopularnejših prireditev nemčiji milijoni obiskovalcev leto največjih festivalov svetu hkrati predstavlja pomemben del bavarsk kultur kdaj začetek uri kje pišek bar lopata celj dogodek potek šotorom vstopnina kart razprodano predprodaja predprodaja dan dogodka prodajna mesta pišek bar vip rezervacija mize eur cena vključuj boat izbiri vip vstopnic miza pogledom oder barman skrbi vip gost izbiraš lahko vodka finlandia boat jägermaist boat jack boat gin hendrick boat vip lahko kupiš pišek baru kjer nakupom dobiš posebn kart zagotoviš prednosti najboljši žur informacij barpisek gmailcom vidimo oktoberfest pišekbar,2019-10-19 21:00:00,3142,493228494509360
"Gibonni & gost Urban, Isaac Palma, Ines Erbus v Dvorcu Rakičan",gibonni gost urban isaac palma ine erbu poskočni muzikantj blue planet dvorcu rakičan nedelja okviru prireditv ple noč čarovn dan prireditv grajskem odru zabavali gibonni gostom urbanom isaac palma blue planet odru ogrevanem grajskem šotoru poskočni muzikantj ine erbu prireditev potekala vremenu odličnega glasbenega programa pripravili pester srednjeveško čarovniškozabavno obarvan program namenjen generacijam objavljen začetku oktobra vstopnica earli bird ceni veljavna razprodaj kontingenta vstopnic najdlj znaša eur cena vstopnic predprodaji razprodaj kontingenta eur cena vstopnic redni prodaji dan prireditv eur cene predprodaji otrok otroci leta vstop prost otroci leta spremstvu staršev skrbnikov eur cene redni prodaji otrok otroci leta vstop prost otroci leta spremstvu staršev skrbnikov eur čarobna vstopnica dni prireditv promocijski earli bird ceni veljavna razprodaj kontingenta vstopnic znaša eur čarobna vstopnica dni prireditv razprodaj kontingenta vstopnic znaša eur cena vstopnic galerija vip vstopnic znaša eur vstopnic galerija omogočajo imetnikom dostop arkadnega hodnika nadstropju nakup vstopnic galerija možen izključno spletnega sistema nakup vstopnic možen kavarni dvorca rakičan spletnega sistema nakupa sledeči povezavi opomb edino prodajno mesto možen nakup vstopnic fizični obliki kavarna dvorec rakičan imetnik vstopnic ple noč čarovn naprošamo zaščito lastnih interesov objavljajo javno fotografij kupljenih vstopnic vstopnici natisnjena koda lahko pride zlorab točen razpor izvajalcev objavljen začetku oktobra,2019-10-27 13:00:00,2448,309852965769672
Slovenian Open National Hot Air Balloon Championship – Murska So,competit will sanction open nation championship aeronaut associ slovenia and fai categori event organ balonarski klub roto competit will hold between august and septemb the area murska sobota and prekmurj competit open for all slovenian pilot who member aeronaut associ slovenia and hold valid fai sport licens competit also open for all foreign pilot who member their nation aeronaut associ and hold valid fai sport licens max competitor registr will start march final applic deadlin august entri fee includ competit organ map cold morn meal open and close ceremoni for pilot and three crewmemb entri fee doe not includ propan accommod inform,2019-08-27 05:00:00,776,1204369333051862
The New Power Generation celebrating Prince! /14.12./,the new power gener celebr princ ljubljano sklopu serij koncertov musicolog barcaff session prihaja težko pričakovani glasbeni spektakel čast frontmana mentorja brata največjih legend svetovn glasben scene princea pripravlja legendarni bend the new power gener vstopnic prodaj prodajnih mestih mojekartesi earli bird omejeno število razprodano predprodaja omejeno število razprodano predprodaja dan koncerta člani benda the new power gener obdobju spremljali neponovljivega princea prvič ponovno združili uradnem tribut koncertu leti pevčevem rojstnem minneapolisu morri hay klavijaturist glasbeni vodja benda princeova desna roka koncertu združil prvotn člane benda gostj pridružili številni svetovni zvezdniki pripeljalo nepozabn glasben proslav neverjetno pozitiven odziv publik strokovn javnosti pripelj idej koncertni turneji princu čast turneji the new power gener nenadomestljivega princa mikrofonu nadomestil karizmatični pevec mackenzi fantastičnimi vokalnimi sposobnostmi energičnim odrskim nastopom vzbudil navdušenj publik svetu princa poskuša oponašati avtentičnim nastopom izkazuj spoštovanj prislužil veliko spoštovanj publik the new power gener pravijo nastopu igrajo šefe vedno odru koncerti pravi glasbeni kalejdoskop največjih hitov obdobij bogat karier legendarnega princa leta ustanovil the new power gener lastnoročno napis sporočilo javnost poudaril bend najboljši bend časov kmalu postal the funky band the land lay down your funki weapon come join the floor make love and music the onli thing worth fight the new power gener want chang the world the onli thing that our way your old fashion music your old idea sick and tire tell what the new power gener princ lineup mackenzi vokal morri hay key sonni bass toni rap guitar cleveland drum kenni holmen sax flute homer dell levi seacer lead guitar koncept musicolog barcaff session slovenija resnici preprost poudarek skrbno izbranih jazz funk soul glasbenikih svetovnega formata nastopajo intimnem klubskem vzdušju serijo koncertov musicolog barcaffè session razvija rast relaciji ljubljana zagreb beograd glasbo končno vračamo publiki publiko glasbenikom ljubljansko zgodbo zače septembra takrat različnih prizoriščih prestolnici nastopili incognito robert glasper angi stone mario biondi knower keziah jone raul midon snarki puppi sezono zaganjamo koncerti hindi zahr cvetličarna the brand new heavi kino šiška the new power gener kino šiška dobrodošli krovu,2019-12-14 21:00:00,667,154287574875
Teden Okusov Posavja 29/8-7/9,okusov posavja nazivom okusi posavja združili vrhunski kuharji vinarji pridelovalci regiji cenijo lokaln sestavin dobrin pridelan posavju tednu okusov posavja zvrstili številni dogodki okus uličnega festivala zahtevnejših krožnikov velikih bese razgalili najboljš ponuja regija posavj program četrtek lučk otvoritveni dogodek namenjen slovenskim hrvaškim medijem turističnim agencijam ostalim akterjem področju turizma znamko okusi posavja vrhunski chefi vinarji pridelovalci predstavili najboljš ponuja posavj obenem otvorili začetek tedenskega gastronomskega razvajanja posavju sodelujejo lučk ošterija debeluh gostilna repovž gostilna kunst splavar restavracija ajda gostilna jež gostilna šempet penin istenič kelti kmetija kobal vinska klet žaren klet krško domain slapšak vina kerin vino kozinc vinska klet molipachi klet lipej pivovarna ressel sirarna gorišek eko kmetija kukenberg evrosad žganjekuha budič kmečka zadruga sevnica ekološka kmetija repovž olja balon slaščičarna kavarna julija kmetija grobelnik sponzorji avtohiša makoma luxuri transport duke group evino cvetličarna irena torek vinska klet žaren okrogla miza vinski turizem dogodek namenjen vinarjem vinogradniškim društvom ostalim zainteresiranim priložnost aktivno vključevanj poslušalcev vprašanji pobudami omenjeno temo dogodek brezplačen število omejeno prijav sprejemamo kristinaogorevcrac cptkrskosi telefonsko številko mod drago bulc sodelujejo jernej žaren vinska klet žaren lojz kerin vinarstvo kerin rok petančič vodja projekta modra frankinja prof aleš gačnik univerza primorskem aleksandra pivec ministrica kmetijstvo gozdarstvo prehrano jean michel morel domačija kabaj morel sponzor avtolin krško petek petek lokacija gostincih regija posavj teden posavsk gastronomij izbranih gostincih tednu posavski gostinci posebej poudarili jedi pripravljen svežih lokalnih surovin obiskovalc pripravili zanim jedilnik kjer spoznali dobavitelj lokalnih kmetij način raznoliko pestro spontano družbi najboljših posavskih vin ponudbo preverit posameznih gostincih pravočasno zagotovit rezervacijo sodelujejo gostilna repovž lučk gostilna kunst debeluh splavar restavracija ajda pivnica apolon gostilna gostišč dolinšek gostilna šempet restavracija silvest gostilna pečnik gostilna jež gostilna žolnir sobota tržnica videm vina kulinarik ponudba ulici festiv odvij ulici starem mestnem jedru kjer stojnicah ponudba raznolikih jedi poudarkom ribah jedeh krškopoljca tokrat družbi posavskih vinarjev dogodek brezplačen nakup mogoč sistemu žetonov vinarji kerin hiša frankinj hiša trt vina čokolad kunej klet pirc vinska klet žaren vina dular klet krško vinska klet molan vinarstvo kelti vinska klet mastnak vinotr doo robert jarkovič kmetija kobal vina kozinc hiša vin grabnar vino kralj kulinarika splavar gostilna pečnik restavracija ajda restavracija silvest gostilna jež glasba klara lovro sobota zbor parkirišču tržnico videm vkrcanj avtobu gasa skrito lokacijo čudovitem atriju mencingerjev hiše posavski kuharji razvajali kulinaričnimi umetninami oči oči najboljšimi regijskimi vinarkami izbranih okusov mencingerjeva hiša vstopnic ceni eur eur donacija nadarjenim dijakom lahko kupit gostilni kunst restavraciji lučk gostilni repovž kulinarika gostilna repovž lučk gostilna kunst vina vinska klet žaren klet krško kmetija kobal sponzor avtolin krško organiz tedna okusov posavja center podjetništvo turizem krško sodelovanju občino krško regijskimi ponudniki partner festivala vina kulinarik kštm sevnica več informacij info cptkrskosi kontakt ksenja kragl,2019-08-29 18:00:00,719,195859357615566
KUMFest 2019｜30. in 31. avgust | Trbovlje,končno kumfest kdaj petek sobota kje zasavskim muzejem trbovljah nekajletnem premoru kumfest vrača večji odmevnejši bolj nor pretekla leta petek avgust živahna tanja žagar energični poskočni muzikanti zabaven ping pong partyband nora petkova pumpa simpatičn kumsk punc sobota avgust soboto obiskovalc čakajo številn zanim animacij bogat otroški program večernih urah nora fešta družbi zvenečih imen zabavn glasb legendarni dražen zečić vrhunska klapa šibenik neverjetna klapa siniša žunec nora aktualova galama vstopnin priprav najbolj noro fešto trbovljah začnejo zdaj dražen žečić tanja žagar arriva poskočni muzikanti klapa ping pong parti band kumsk punc,2019-08-30 19:00:00,1502,263378383737536
Mambo Kings / Šotor pred Bellavito / Petek 06.09.,končno težko pričakovani dogodek tukaj bellavita season open nastopili mambo king etienn tempera bandom povej naprej vidimo super dogodku bellavita barom captain promocija pirat nagradno skrinjo host barman terasi super cocktaili prigrizki ure finger food bellavita staff celotni stari novi ekipi vstopnina info rezervacij miz mail infobellavitabar gmailcom mob david,2019-09-06 21:00:00,1261,1510544882492882
31/08/2019 Massive FOAM - Plaža MiaMia OPEN AIR Velenje,massiv foam open air poletj gremo jako vizija naslednji event dvignemo stopničko višj prethodnega zato predstavljamo največji pena parti velenju sedaj atmosfero zrč ibiz popeljali plažo jezera velenju lokacija plaža miamia jezeru velenj odločili velik prostor samim jezerom opremimo velikimi pena topovi odru vrhunskimi imeni poskrb zapomnit vedno fantj grejo booth vejo delajo nastopajo največjih festivalih regiji številnih klubih kjer obožujejo najavili sledečih objavah lineup tba ultra europ tba tba guest zamud najnovejšo razsvetljavo pena topovi fire show conffeti topovi special smoke effect bolan sound sistem laser perform specialni gosti fotograf vidimo največjem pena partyju velenju kart dobit promotorjih živa meh lucija roša nastja mastnak sara vratanar jan drame tilen vogrinec lara atelšek angelina karijašević vito koželjnik tjaž podlinšek marsel podkrižnik selimović andraž trupej lara goršek nina kovačević zala jerčič lara pirtovšek kaja rednjak gašper topčič alen karijašević adnan zulić mojca merc,2019-08-31 21:00:00,1815,106413489780115
3. Night_car_meet_celje 28-9-2019,ponovimo prejšni dogodek upam zbere več zafilamo celi park,2019-09-28 21:00:00,1323,300734157229365
"Krog št. 21, derbi št. 3: NK Maribor – NK Olimpija",cene vstopnic derbi predprodaji vključno odrasli eur let eur jug eur družinski sektor vzhod odrasli eur družinski sektor eur odrasli eur let eur jug eur družinski sektor odrasli eur družinski sektor eur prodajna mesta vijol čna bajta mercat center tabor vijol čna bajta center mesta tyrševa ulica spleta vijolcnabajtasi nove uradn aplikacij maribor derbi tokrat imel dodaten razlog poln tribun tekma željo navijašk skupin viol maribor izbrana proslavo stadionu priložnosti spomnili desetletij strasti ponosa nepozabnih skupnih poti prepotovanih kilometrih jug imel posebno kuliso velja enotna cena vstopnic jug eur pomenila darilo unikatni navijaški šal sestavni del posebn koreografij pojasnilo šali voljo tekmo vstopu navijaški sektor nakupu vstopnic pozabimo predpisana personalizacija zahtevanega ukrepa vstop stadion osebnimi dokumenti izpolnjenimi podatki vstopnicah obrazcih kupc sezonskih vstopnic miskupajenosmo vidimo,2020-02-22 20:15:00,1795,142530682431157
Prižig luči na novoletnem drevesu,prižigom prazničnih luči centru domžal slavnostno pričel čarobni decemb točno uri župan občin domžal toni dragar prižgal lučk novoletni jelki imenu hana zasijala domžal dogajanj kasnej preselilo prireditveno ploščad tržnem prostoru kjer občinstvo zabav vili resnik skupino,2019-12-01 17:00:00,725,350342641714916
Medcelinsko srečanje tradicionalnih pustnih likov in mask,edinstveno etnografsko doživetj ponuja dragocen vpogl slikovit pustn navad daleč ptujskih ulicah trgih delali družbo številni domači tradicionalni pustni liki kurenti kopjaši cigani orači ruse piceki medvedi številni pustni liki tujin unesco liki domačih kurentov buše survakarji zvončarji več informacij sledi kmalu,2020-02-15 11:00:00,564,252246988819701
Jovan Perišić PURE Night Club Ljubljana,ljubljana bogatejša nov vidimo klubu pure nepozabni noči jovanom perišićem pure club ljubljana cesta ljubljansk brigad šiška ljubljana slovenia informacij info pureljubljanacom vip rezervacij miz rezervacij pureljubljanacom vstopnina,2019-09-07 22:00:00,849,445713185468708
Severina - Arena Stožice - Ljubljana,the magic tour arena stožic ljubljana,2019-12-21 20:00:00,8755,139617532746097
Tečaj Rezerviranja Prostora Na Plaži Z Brisačo,naučit rezervirati prostor plaži pomočjo brisač edinstvena tehnika poznali starši bolj avanturističn tečajnik spoznali tehnik uporabn hrvaškem,2019-08-16 06:10:00,4685,179856835407206
35 let rocka v Radgoni,leto mineva let idej takratno koncertno stagniranj rockersk radgon zbudila novo obdobj glasb živo kraju takrat ideja rodila spomin začetk radgonsk alternativn glasb počastili koncertom let rocka radgoni let kasnej kudu zrak idejo uspešnej nadgradili želja projekt nastan leto nastankom mladinskega centrum gornja radgona racionalno spreobrnili klubski vseslovenski zlüftaj leto predstavil ediciji obljubljeno tradicijo predstavitv lokalnih bendov obliki nostalgičn rock fešt nastavili let letošnjega novembra tretjič fešto lahko pričakujet večjo glasnejšo predhodnico let rocka radgoni leta spodobi dane udeležbo potrdili naslednj skupin strain anprofešnl evil peanut nea support act potato mushroom franz jösef black hole rider milosti nine orchestra juff lendava mnogih letih počitka ponovno odru majki invis ink wrong odpisani crucifixion prireditev potekala novembra ure naprej radgonskem sejmišču izvedena vremenu prizorišč pokrito vstopnina predprodaji dan dogodka vidimo,2019-11-02 16:00:00,990,1004443499580712
Praznična Sežana,praznična sežana pisan stojnic pester spremljevalni program obogatili čarobni decemb mesec praznovanja srečnih trenutkov praznični skupaj zakorakali petek decembra trgu osvoboditv lipovem listu sežani uvodna prireditev prednovoletno praznovanj pričela trgu osvoboditv otroško predstavo tradicionalnim prižigom prazničnih lučk skupaj kraško godbo mažoretkami prestavili lipov list kjer prireditev nadaljevala kulturnim programom prazničnoumetniško tržnico obratovalni stojnic dogodek plesom glasbenimi nastopi popestrila lokalna društva skupina joči pevec vabljeni pridružit popestrit praznično dogajanj,2019-12-06 15:30:00,812,193387770855567
"Grofje Celjski, javno vodstvo",vabimo pridružit vodenem ogledu staln razstav grofj celjski ogl knežjem dvoru stalna razstava grofj celjski govori vzponu padcu najpomembnejš plemišk rodbin obdobju poznega srednjega veka današnjih slovenskih tleh prvotno svobodni gospodj žovneški leta izbojevali vovbržanih podedovano posest celju leta cesar ludvik bavarski povzdignil grofe celjsk temelj obsežna posestva štajerskem koroškem kranjskem odličn rodbinsk zveze visokim srednjeevropskim plemstvom dinastija vrhunec dosegla vodstvom hermana leta moč celjsk hiše gradil tesni navezi cesarjem sigismundom luksemburškim cilj dosežen leta sigismund friderika ulrika poviš državna kneza hermanov vnuk ulrik celjski letu političn ambicij usmeril ogrsko kjer leta izboril naslov kraljevega namestnika leta zaroti ogrskega plemstva ubit dvorec grofov celjskih celju trsta edini kraj slovenskem kamor segali evropski kulturni umetnostni tokovi imenom celjskih povezani številni arhitekturnim spomeniki poznega srednjega veka tleh današnjih slovenskih meja javna vodstva nedeljo uri naslednjih terminih septemb septemb oktob vstopnina potem ogle ostal razstav muzeju javna vodstva namenjena individualnim obiskovalcev velja skupin večj oseb hvala razumevanj prijav sprejemamo muzej pokmuzcesi vabljeni,2018-12-15 11:00:00,621,173797732672850
Pustna Sobota,leto izdajo legendarn cirkušk pustn sobot himno poznat pust babo doma prid cirku pust tut deca doma prid cirku pust vodo prid pivo pust hlače srajc pulov obleč kostum pust normalno faco bod maškara pust skrbi odklopi poiščit stare pustn kostum kupit nove narabutajt šminko mamic babic modernih očkotov pripravljeni najboljši pustni žur kjer lahko družili klovni vitezi kavboji razgretimi policistkami porednimi sestrami ostalimi zelo izvirnimi maskami bolj izvirni ostalih osvojit super nagrad individualn skupinsk mask mrtvo pijan nikoli šteje izvirna maska nagrad najboljš mask solist golden ticket letna vstopnica klub cirku dvojec krmarja zmenek domačimi dobrotami slovenski hiši skupinska maska crazi cirku parti pack prepartyjem centralni postaji matthew dey klub cirku trg mladinskih delovnih brigad ljubljana vstopnic ticket navadna regular eur vip eur informacij info cirkusklubsi vip rezervacij miz rezervacij cirkusklubsi izgubljeni predmeti lose find info cirkusklubsi,2020-02-22 23:00:00,614,237302949627686
Silvestrovanje z Avseniki / New Years Eve with Avsenik,ansambel saša avsenika novo leto tretjič zaporedoma vstopil bohinju leto vstopili skupaj odlično glasbo ansambla saša avsenika idilični panorami julijskih alp bohinjskega jezera triglavskega narodnega parka kdaj torek decemb kje dvorana danica bohinjski bistrici vstop prost dodatn informacij info bohinjsi jump into the new year with good music,2019-12-31 21:00:00,658,108338529194425
Maya Berović z gosti / Ljubljana,maya berović prihaja slovenijo vrhuncu turnej pravo vreme celovečerni spektakel številnimi nastopajočimi zgodil petek oktobra gospodarskem razstavišču mayinim nastopom ogrevali shine joker leon corono rimski vrhunec večera maya razveselila dovršenim nastopom plesno scenski spektakel maya razprodala areno beograd tokrat prestavila slovenski publiki zadovoljila najbolj zahtevnega gosta mayin pesmi imajo več pol milijard ogledov koncertih vlada evforija ogrevanj privošči pravo vreme stvar broj načisto mala lomi sama balmain harem vip dilajla ljubomora alkohol del spektakla pridružit najbolj nori zabavi jeseni starostna omejitev vstopnic prodaji sistemu eventim organiz euterp event,2019-10-11 21:00:00,4061,477940105687713
