naziv,opis,datum_od,stevilo,sifra_prizorisca,cluster,center_distance
Prižig prazničnih luči v Slovenj Gradcu,vabiti prižig prazničen luč nedelja ura glaven trg slovenje gradec zabaven vzdušje poskrbeti skupina volt vljuden vabiti,2019-12-01 17:00:00,922,2729596270396985,2,0.05736180740395169
Brezplačna predstavitev MALE ŠOLE Psihiatrije,vabiti brezplačen predstavitev mali šola psihiatrija prostor stegniti predstavitev šola brezplačen šola plačljiv vsebina psihoterapevt slišati psihiater psihiater koterapevt svetovalec coach mali šola psihiatrija nekliničen psihoterapevt svetovalec coach cilj usposabljanje lahek naučiti pregled pogost kliničen pomemben psihičen motnja teoretičen praktičnoterapevtski vidik kliničen slika patofiziologija epidemiologija zdravljenje prepoznati kdaj klientov življenjski težava prerasti kliničen pomemben duševen motnja posledica organski bolezen potreben zagotovitev ohranjanje klientov zdravje življenje terapevtski obravnava vključiti družinski zdravnik psihiater psihodiagnostičen intervju terapevt izogniti past lahek ujeti del klient posamezen psihičen motnja razumevanje človeški psih biološki psihološki vidik lahek pomagati učinkovit del klient indikacijekontraindikacija terapija intervencijski orodje klient pogovoriti motivirati obisk strokovnjak zdravstven psihosocialen mreža pomoč ugotoviti iti kliničen pomemben psihičen motnja potreben delovati področje zmanjševanje strah sram stigma motivacijski intervju povezati učinkovit sodelovati strokovnjak duševen zdravje nuditi klient kakovosten celosten obravnava modula vsebovati kratek pregled teoretičen izhodišče interaktiven diskusija prikaz primer igranje vloga izmenjava povraten informacija udeleženec možen prijava celoten sklop izobraževalen modulov splošen razvojen psihopatologija pomen biološki zdravljenjastigma anskioznost stresen motnja motnja razpoloženje psihotičen motnja spekter shizofrenija osebnost motnja agresivnost nasilje bolezen odvisnost organski motnja motnja hranjenje psihosomatik slediti ponovitven srečanje kjer imeti udeleženec možnost prikaz lasten primer praksa možnost intersupervizija prijava posamezen modula julij kržišnik medicina spec psihiatrija specializantek sistemski partnerski psihoterapija sanja kranjca maga zakonski družinski študij zakonski družinski terapevtek doktorski kandidatek prijava brezplačen predstavitev možen pastipsihopatologija gmailc,2020-01-22 19:00:00,824,131046560269201,0,0.009430879257815727
"Pustovanje v Medvodah | Športna dvorana Medvode, nedelja 23.2.20",pustovanje medvoda družina nik zorjati čuk otroški živ žava športen dvorana medvod nedelja nedelja medvoda dogajati tradicionalen pusten žura generacija nikakor pustiti ravnodušen pridružiti športen dvorana medvod ura dalja zabavati simpatičen nik zorjati živahen čuk nepozaben otroški živ žava plesen mesto poskrbljen zabaven aktivnost navdušiti generacija podariti nagrada dober pusten maska nor zabavati otroški kotiček čakati zato hiter nadeti pusten maska pridružiti videti nedelja ura dalja športen dvorana medvod,2020-02-23 14:00:00,1029,366010447164927,2,0.030977629256488035
Sobotni večerni žur na spomladanskem sejmu Komenda 2020,soboten večeren žura poskrbeti tanje žagar skupina mamba kings velik šotor lahek uživati dober glasba nor plesati štartati ura topel vabiti,2020-04-04 21:00:00,1378,129002367674177,2,0.04311380384944518
"Mura - Aluminij, 17. krog PLTS",dvoboj vrh liga telek slovenija ekipa mesto zaostajati točka izjemen teden mura nov zahteven preizkušnja fazanerija prihajati nka aluminija predprodaja vstopnica dan bar ura splet predprodaja nizek cena vstopnica glaven tribuna ever ostal tribuna ever otroški vstopnica evreti fazanerija,2019-11-10 19:00:00,720,277845136174508,6,0.04417973596679705
The Mystery of the Bulgarian Voices featuring Lisa Gerrard,skrivnost bolgarski glas gostja lisa gerrard ženski zbor mystery bulgarian voices vrač ljubljana tokrat prvič nastopiti znamenit pevka lisa gerrard zbor izjemen pevka spremljav plošča nov gradivo izdati dvajsetleten snemalen vrzel sodelovanje kulten lisa gerrard članica dead can danec izvajalka skladba now ara fre najbolj kulten film gladiator oseben slog močen odražati tehnika sestav dead can danec spajati folklora bolgarski zborovski petje sodoben priredba godati tolkati beatbox tehnika bolgarski umetnik skiller vedno velik glasben čudesa svet rolling ston bolgarija razcvetel svojstven umetniški rockovski zvezdnica let folkloren pevski zbor new york times vnovičen zmagoslavje izdelek poustvarjati svojstven sestav obilo dodajanje pritajen plast spremljava all abouti jazz osupljiv album vinyti review gallusov dvorana eura celoten program glasba svet objaviti maj nakup vstopnica koncert mystery bulgarian voices mogoč naknaden doplačilo nakup mystery bulgarian voices featuring lisa gerrard legendary femati choir mystery bulgarian voices has releaseda its first recording new material years togethra with iconica singer lisa gerrard dead can danec anda singer most iconica songs now ara fre gladiator whos own styti was strongly ensembel techniqu fuses bulgarian folklora choir singing anda with stringed anda percussiv well bulgarian artist skillrs they still musica worlda greati wonders rolling ston unlikely union between rocka star anda folk choir blossoms bulgario new york times iti anothra triump magica anda much quirky signatura whiti adding layers all abouti jazz album sounds vinyti review gallus hall eura,2019-10-13 20:00:00,874,265166920191742,4,0.02879649689718174
"RELJA Popović & Dinna @Trust MB, sreda 18.12.",zamuditi trustov zadnji koncert let hip popularen izvajalec balkan reljati popović eliten odred vroč dinen slišati hit princez bel amor latina evropa lom jak paka žena opet nem vstopnina priporočati pravočasen prihod vstopnica začeti prodajati dan dogodek ura vstopnica možen vstop koncert klub zabava dje balkanjad stil kavarna trust kjer vstop vstopnina infa delavnik ura prevzem rezerviran miza obvezen ura kasneje miza prevzem obvezen naročilo boati happy houra polnoč boati meson visk col hav rum col gin tonica vodek kavarna noč klub mix sharka vodek meson col juica vodek hav col shooter zajčji tačka truston minister zdravje opozarjati uživanje alkohol lahek zdravje izgubljen predmet pozabljen oblačiti lahek prevzeti klub dan dogodek ura termin lahek poklicati lost items anda forgotten clothes can picked ati club trust day after event between anda houra can alsa call during this terma kavarna hiša zabava trust cesta maribor offica club kavarna trust,2019-12-18 22:00:00,884,292388893066,5,0.04832183110367041
"PURE Oldies Goldies ft. TOM NoVY ★ Sobota, 21. Marec 2020",pura oldies goldies novy sobota marec premieren oder prihajati ikon hišen glasba let bogat izkušnja residenca space ibiza remix ime justina timbelak yok ericka morilti jones mouss avtorski releas itd directed dje shift special guesti novy warm felman aga limiti infa miza pura tantums vstopnina mesto event petrola dan dogodek blagajna klub dalja vstop vstopnica omogočati vstop vrsta število vstopnica omejen,2020-03-21 23:00:00,516,43956324012,5,0.042909620311500994
?? Prešernov Dan / ????? ?????? / ?? / 08.02.2020,zvit felten prešeren dan slovenski kulturen praznik zabavati mali sreča potrditi dogodek komentar označiti prijatelj žura komentirati deti dogodek zid imeti dan dogodek teden ponedeljek sobota rojsten dan praznovati dobiti steklenica identifikacija oseben dokument možnost predhoden rezervacija miza dogodek poseben mesto praznovati rojsten dan dekliščina fantovščina družba pisati rezervirati fba privati sporočilo rezervirati prevoz eura dan dogodek vhod prelesje šentrupert slovenija,2020-02-08 21:00:00,553,139371466073168,5,0.06775509750949005
Koncert: TABU,pesem dvigniti nebo lahek dotakniti zvezda neustavljiv energija prežet bend popeljati glasben oblak napovedovati koncert skupina tabu neusahljiv energija več let vstop srce let deti več uspešen glasben album koncerten energetski bomba star nov hit čakati krekov trg koncert zamuditi kdaj december kje krek trg visiti celj celj knežji mesto pravljičen celj tica celj,2019-12-27 20:00:00,1927,895600303821792,4,0.03059003749005445
SRCOzlom,solza žmavec dražba stvar bivši dan gregorjev petek čas znebiti star navlaka narediti prostor nov dražba stvar bivši stvar bivši bivši bivši sam zaklad heh predmet bivši dražiti boštjan napotnik napa solza žmavec točiti glasben izbor razstava ljub srcozlom navodilo dražba stvar bivši prinesti zbiralnik žmavec list papir kratek napisati pizdati narediti znebiti predmet napisati ime priimek dobiti izkupiček dražba solidaren nastrojen nasploh dober oseba ljubezen svet lahek ostati anonimen izkupiček dražba nameniti dobrodelen namen runda raki prisoten,2020-05-15 16:20:00,739,334346787578,0,0.03994766237069259
Vlado Kreslin & Mali bogovi,okvir festival kantfesti predstavitev zmagovalec festival zaključiti velik koncert vlada kreslina država slovenija žanr rocka eten vstopnica naprej prihajati legenda vlada kreslina mali bog dober slovenski avtorjev vlada kreslina mali bog zmagovalec festival kantfesti izvedeti koncert lep odprt prizorišče regija leten oder ruša zadeva vlada kreslina enkratnost najbolj skrivati inovacija odkrivati lahkoten ležeren napetost poseben skrb prestolniški občinstvo svetlati slapšak večer dec človek poslušati kreslinov pesem zdeti folk blues rocka izumiti slovenec daleč resnica dober pesem glasben univerzalen duh slovenski jutarnje list vlada kreslina nastop besedilo melodija slikarski magičen realist realen realističen osnova sestavljen oblikovan metafor izrisovati prekmurski lokalen koloriti oseben doživljajski profiliran izbran trenutek marijan zlobec zagotoviti vstopnica pravi spektakel objem gozd,2019-08-18 20:00:00,605,518751041655851,4,0.035595645594516695
Valentinov koncert I Škugor & Zečić I dvorana Tabor I 15.2.2020,napovedovati velik valentin koncert marek škugor dražen zečić mariborski dvorana tabor prihajati najbolj pričakovan hrvaški dueta ogreti zaljubljen srce sobota februar ura praznik zaljubljenec slaviti marka škugor dražen zečić zamuditi priložnost nakup poceni vstopnica velik valentin spektakel maribor okolica velik otvoritev prodaja vstopnica magičen petek december ura število vstopnica vabiti romantičen duša ljubitelj dober glasba,2020-02-15 20:00:00,1311,2597793610496455,0,0.04654770375021353
"5.12. Eluveitie, Lacuna Coil, Infected Rain - Kino Siska",ategnatos european toura feati eluveitio lacun coiti infected raina vstopnica ever ever dan koncert vstopnica lahek kupa onparola sistem trgovina truga orta bar tickets eura presati eura show day availabla throug onparola linka below join oura folk metati mailing list linka below folk metati napad vesel december vsekakor vesel oboževati folk metati zasedba eluveitio vrač ljubljana številčen zasedba april založba nuclear blast izdati album ategnatos galščina pomen preporod ponoven rojstvo iti zanimiv izdelek prikazati zasedba let primeren nov koncerten ciči nov plato pozabiti večen klasik posebej kulten plošča slanio eluveitio veljati vedno razprodaja dvorana nabaviti vstopnica čimprej švicar oder zasesti edin gothica metalec lacun coiti voda neverjeten karizmatičen christina scabbio bend ponuditi mračen metati izkušnja doživel več uveljaviti bend vsekakor početi koncert odpreti nažigaški infected raina lahek videti metaldays december miklavž večer rezervirati metati kino šiški,2019-12-05 18:30:00,2612,154287574875,4,0.03982368678164584
Stiropor X Fauna: SILENT SERVANT (Jealous God / USA),vesel december božidar prihajati techen darkerija lučka ugasniti zategniti nekdanji član karteti sandwell districti techen vrniti wava silent servanta shadows death anda desir naslov zadnji dolgometražec juan mendez dober opis pestra techen kariera slednji prejeti pospešek let pobuda regis kult sandwell districti kjer izdati par večen hitič prevzeti celosten podoba izmuzljiv večkotzaložba slednji razpustiti nekdanji žena duet tropica cancer obujati temačen sila slednji dokončen vstal razpustiti britanski očak regismo ruskino postaviti založba jealous god kjer izdaja ime phas fatati izrisati smernica najbolj vitalen rob scena zadnji let mendez dje menjava pas povezati rezek zvok dominanca berlinski hipnotika lajati božidar zapeljati december vinjet stiropor fauna klub silent servanta set dulas der dje bar disca durum staš vstopnina dan vrata artwork studio kruh,2019-12-13 23:00:00,574,278033762715590,6,0.06456252439102494
Elvis Jackson,italian začetek koncert poskrbeti skupina definiti članski zasedba navdih črpati youth crew skatecore skupina ravnokar turneja kjer zadnji album youra hell pravi uvod star dober primorski maček elvis jackson ajdovskonovogoriškamariborski skupina let posneti album mov youra feet iti clocka kamorkoli priti narediti nepozaben žura glasben kritika novinar neštetokrat dober koncerten rocka bend slovenija strinjati oboževalec zato opis skupina imeti fba stran elvis jackson youra besti motherf ing punka rocka crossover banda več očiten pravilen elvis jackson david kovšec buda vokati boštjan beltra bert kitara erika makuca slavca basa kitara marka soršak sok boben vabiti riscaldar iti pubblica questo concert definiti iti gruppa dall vicina gorizio compost quatter member tra dalti youth crew dalti skatecor banda appsti finit iti lora preti toura dov hanen presentat iti lora ultiti album youra hell definiti apriranen iti concert per iti ben nota gruppa elvis jackson elvis jackson dati quanda hanen iti lora preti album mov youra feet iti clocka ovunqu arrivati scatenan fest critica musicati hanen volt com iti miglior gruppa rocka concert slovenio cona iti paiona esser daccorda anch lora fan pertanta iti gruppa sull pagin facebook youra besti motherf ing punka rocka crossover banda più corretti,2019-08-14 21:00:00,1189,387124601921022,4,0.059812741970932615
Gasilska veselica/ PGD Ključarovci pri Ormožu,sobota ura vabiti spodnji ključarovec velik gasilski veselica dejan vunjak brendijev baraba hrana pijača bogat srečel poskrbeti domač gasilec gasilka vabiti,2019-07-27 20:00:00,804,113479815329500,3,0.08008388270433722
ZVITA FELTNA @ BOBI BAR KOMENDA,zvit felten bend končen napočiti čas bobija pogostiti zvit felten fant obljubljati odklop manjkati nesmeti vstopnina dan dogodek imeti podaljšan delovnik zunanji kuhinja vabiti,2020-02-01 21:00:00,1378,311590396354663,2,0.05766335079316094
Tradicionalni božični koncert / 22. 12. 2019 / Cankarjev dom,tradicionalen božičen koncert cankar dom gallusov dvorana spleten prodaja vstopnica cankar dom karta lep trenutek življenje vedno spremljati odličen glasba vabiti zato prepustiti izbor lep melodija vrhunski vokalist tradicionalen božičen koncert velik praznik pasati lep pesem prestižen gallusov dvorana povabiti ikon slovenski glasba nepozaben božičen obarvan skladba harmonija lep pesem glasbenik spremljati simfoničen orkester big banda rtv slovenija vodstvo dirigent patrik grebsti poustvariti tradicionalen božičen praznovanje velik glasben ustvarjalec ota pestner polepšati večer zimzelen uspešnica prazničen preobleka legenda slovenski glasba let delovanje izjemen glas nastopiti več koncert slovenija sovjetski zveza avstrija nemčija hrvaški poljski švica češki irski država zlat obdobje blues jazza souti ponesti glasbenik duša ray charles uroš perić pevec pianist aranžer tekstopisec umetnik poln pomen beseda letos praznovati kariera nanizati plošča obiskati celina država sodelovati ime svetoven domač kaliber pridružiti raelettes spremljevalen pevka originalen skupina ray charles uroš preteklost sodelovati vrhunski vokal pridružiti kantavtorica pevka skladateljica ditek unikaten avtorski pristop drugačnost slovenski glasben scena ustvariti poseben mesto pevka prepevati ljubezenski poezija ferija lainšček uspeh žeti tujina velik britanija uvrstiti finale festival songwriting contest pesem odličen sprejeti slovaški madžarski bolgarija italija hrvaški letos jesen zmagati velik mednaroden festival kantavtor bolgarija singersongwriter sofio slovenija letos razprodati koncert izid album akord oči nasmeh usta koncerten oder gallusov dvorana stopiti alenka godec lani praznovati jubilejen obletnica glasben ustvarjanje prvič daljen let takrat zasedba caf tokrat odpeti skladba zaščiten znak danes manjkati koncert moški del občinstvo poskrbeti vrag tercet dinamitka simon vodopivec franka alenka godec damjan golavšek dama spomniti muzikati mam mio navdušiti svet občinstvo slovenija gallusov dvorana lani povsem razprodan letos gost prihajati legendaren vokalen skupina new swing quarteti ikon spiritualen gospelovski glasba lahek pohvaliti album poseben zanimanje požeti božičen plošča delo kvarteta krasiti številen nagrada priznanje dom tujina več koncert vsekakor izstopati sprejem velik državnik svet nastopati nekdanji jugoslavija evropa združen država azija skupina izvajalec ameriški duhoven glasba angleški jezik izvajati več gostovanje sovjetski zveza nastopiti zasedba delovati let ota pestner dar hering tomaž kozlevčar marijan petan glamurozen koncert polepšati december lep božičen skladba prepustiti občutek domač kamin topel potica okrašen drevesce obkrožen ljub tradicionalen božičen koncert cankar dom gallusov dvorana spleten prodaja vstopnica cankar dom karta cena vstopnica eura eura mlad star let upokojenec sedež nizek cenoven kategorija popust nakup cdccs,2019-12-22 18:00:00,557,1091661721036251,4,0.12187207167834059
"Za Pusta v Trusta / TOREK, 25.2.2020",vedeti letos pust hrust vabiti trustov lep nagrada dober posamičen skupinski maska podeliti kavarna klub skupen vrednost cec priporočati pravočasen prihod kavarna začeti ura klub odpreti ura trust strast vstopnina entranec fre infa delavnik ura prevzem rezerviran miza obvezen ura kasneje miza prevzem obvezen naročilo boati happy houra polnoč boati meson visk col hav rum col gin tonica vodek kavarna noč klub mix sharka vodek meson col juica vodek hav col shooter zajčji tačka truston minister zdravje opozarjati uživanje alkohol lahek zdravje izgubljen predmet pozabljen oblačiti lahek prevzeti klub dan dogodek ura termin lahek poklicati lost items anda forgotten clothes can picked ati club trust day after event between anda houra can alsa call during this terma kavarna hiša zabava trust cesta maribor offica club kavarna trust,2020-02-25 21:00:00,696,292388893066,6,0.08166391717267343
Who Am I? / Ekskluzivna zabava v maskah / Season Opening,wha season opening special guesti paola barbat wha zabava poln življenje enkrat mesečen umakniti skriti magija izbran ibiški hous ritem moto dress impress metuljček kravati večeren obleka čaroben mistika zabava odvijati intimen food porno izbran animacija kjer poskrbeti srečanje pozabiti raje vračati družba ponuditi dober deep hous hous glasba mičen plesalka hostes poseben ponudba priznan penina slasten prigrizek rdeč nit večer maska prejeti vhod maska dodati tovrsten druženje dodaten skrivnosten senzualen naboj prihod dogodek maska dobiti welcom drinka dresscoda blacka whit upati priti družba pozaba sprostiti dober energija lep človek sexy hous ritem wha priti spoznati dar season recapa wha season opening wha valentina limited wha ltd wha wha season closing privati affair lina paola barbat iti alexserr burna residency wha resident getfunky rec sharka lab doctors musica lab defined records proper musiqu lemona juica rec fba sce barbs event infa dati prizorišče location food porna tobačen ljubljana starosten omejitev aga limiti limiti iti earlybird only tickets eura whera buy presati prevendit eura infa whoamis trafik omv dan dogodek ati door miza infa tabla infa whoamis izgubljen predmet lost founda infa whoamis,2019-09-14 22:00:00,823,700164717017979,6,0.04229136311523285
LOLA MARSH + Meimuna @ Kino Šiška - sold out,eng potem dvakrat navdušiti dvorana osvojiti svetoven festival lestvica očarljiv indio pop zasedba lol mars končen vrač šiški marec predstaviti nov album težek pričakovan naslednik hvaljen prvenec remember roses par mesec izid meimun opozoriti posneti skladba spalnica posneti dejati razglašen švicarski dejati posnetek let postaviti ospredje tamkajšnji glasben scena fen lan del rey alica phoeba quentina tarantina več infa vstopnica prodaja splet prodajen mreža event predprodaja dan dogodek popust omejen število podprt stran liveuropiti platforma liveuropiti povezovati podpirati evropski koncerten dvorana prizadevanje promocija uveljavljajoč evropski glasben ustvarjalec aktiven stimulirati kroženje evropski oder predstavitev nov občinstvo prijava kti newsletter prenesti kti app,2020-03-05 20:00:00,1938,154287574875,4,0.06261886373149
21/02/2020 Massive Carnival - Štuk Maribor,massiv backa vedno maribor govor spektakel skupaj narediti štuk nazadnje party animal razvaliti maribor zato konec šola pust pripravljati velik party kdajkoli štuk povabljati priti tokrat več čast povabiti big carnevati party prirejati special tematika maska kostum vedno truditi prirediti dober velik jač party tokrat dvigati visok nivo kreativen dober maska nagraditi lokacija štuk club maribor datum ogromen trud vložen velik projekt nasvet nesmeti manjkati carnevati thema maska giveaway nov razsvetljati ballons fir show confeti led show smok effects bolan sounda sistem laser show special guests phota video shota musica hous rnba hiphop pop ultra europiti ultra europiti dor mtv oper club centrala club steel rovinja liesti club germany loba club germany zrć booza cruis johnny cost boogalo diskoteka cit viba club sklub czech republica support croatio slovenio support mattias dje raskyy dje contest dje contest mca tona tuora marcot miza inbox štuk karta proma cena promotor maribor okolica štuk massiv,2020-02-21 22:00:00,1092,202091796475825,6,0.032855566113569594
Veganska Druženja in Nastja Židanik,tokraten druženje maca dobrodelen naravnati nastje židanik skupaj družina trenuten skrb žival vedeti skrb žival lahek velik obremenitev število oskrbovati družina židanik mali olajšati situacija pomagati ohraniti srčnost empatija energija vlagati dobrobiti žival predavanje nastje predstaviti dom oza žival živeti govoriti odnos doživetje žival povezan strjen zgodba povedati priti leto mož kupiti travnik ustvariti kmetija pridelovati hrana imeti prostor začeti prihajati žival nujen potrebovati varen dom lahek omogočiti počasi nenačrten začeti nastajati družinski aziti domač rejen prostoživeč žival trenuten živ žival pujsi ovca več vrsta kokoš petelin raca gos puran kunec golob želva muca pes ježek sren malce širok slika velikost srce nositi nastje lahek videti prispevek rtv sla oddaja žival človek predavanje dolg ura sled izmenjava mnenje sproščen druženje okušanje veganski hrana prinesti željen dolg druženje lahek dogodek nadaljevati kavarna mladinski center,2019-12-14 16:15:00,583,412711268773480,0,0.02440004774407139
KHROG w/ Rhetoric,placa boris khrog rhetorica astwø ofnanapes februar vhod lokacija tokrat odločiti dober poznan khrog nameniti psy predah večer celota posvetiti trd moderen futurističen techn vabiti artwork tina nina,2020-02-21 23:00:00,648,370047053120239,0,0.0351524817412097
Festival Urbane Kulture #FUKSi 2019,festival urban kultura slovenija dje david morales pura oldies goldies directed dje shift röyksopp sladica dje zeds marina kleme kleme mesto ljubljana fuks festival urban kultura slovenija izdaja sled rdeč zadnji počitniški vikend avgust večeren blocka partyje tobačen dvigniti urban utrip prestolnica zelen naravnan povezovanje ustvarjalen energija oder več infa vstopnica event petrola petek sobota petek sobota festival urban kultura slovenija agencija collegium mondial travel projekt sofinancirati republika slovenija evropski unija evropski sklad razvoj,2019-08-30 19:00:00,4620,10213594971323041,0,0.06256809627914976
Predbožični žur vseh fakultet w/ Vili Resnik ❋19.12.❋ @Cirkus,spoštovan dama drag gospod spodobiti pravičen soj luč skupaj edin predbožičen žur fakulteta četrtek klub cirkus leto približevati konec noč meja ljubezen izkazati simpatija priti plan spodbuda dejanje poskrbeti gost večer vila resnik let get togethra for som holiday cheer for very near božičen pesem ogrevanje cena vstopnica tickets prices vstopnica presati več infa kmalu navaden regular eura vip eura vip miza infa studentskizuriljubljana gmailc klub cirkus trg mladinski deloven brigada lokacija bivši kino vič ljubljana sponzor dogodek skupina povezan legionar ica cold kompas young fitnes klub reasons žura ljubljana,2019-12-19 23:00:00,724,237302949627686,1,0.0326182943474384
zalagasper @ Kino Šiška,pop elekter dvojec zal kralj gašper šantti odličen sprejet nastop septembrski šiški open kino šiški konec februar vračati samostojen koncert predstaviti težek pričakovan prvenec izid februar zalagasper elekter pop dvojec sestavljati pevka zal kralj multiinštrumentalist gašper šantti širok javnost prvič predstaviti uspešnica valoviti obveljati domač skladba predlanski let potrdilo prejem glasben nagrada zlat piščal več infa vstopnica prodaja splet prodajen mreža event predprodaja dan dogodek popust omejen število prijava kti newsletter prenesti kti app,2020-02-27 20:00:00,1022,154287574875,4,0.03776441306821041
"PURE Oldies Goldies ★ 9th Anniversary | Cvetličarna, 18. Januar",leto ponoven potreben upihniti svečka neverjeten hiter teči čas tima flies when having fun publika čas nebo teči hiter teči hvala izjemen presenečati mesec mesec directed dje shift with special guests warm devious aga limiti infa miza pura tantums vstopnina mesto event petrola dan dogodek blagajna klub dalja vstop vstopnica omogočati vstop vrsta število vstopnica omejen,2020-01-18 23:00:00,1112,43956324012,5,0.065409846581837
"Adi Smolar - KluBar, Kranj",sobota februar veselje ponositi napovedovati legenda kantavtorski glasba adij smolar adij album let celota posneti terasa lokal klubar kjer nahajati takrat znan prizorišče marel zato vrač prizorišče zločin obljubljati odličen nepozaben koncert vrata odpreti začeti koncert early bird vstopnica naprej koncert količina omejen zato priporočati nakup let razprodan prodajen mesto lokal klubar lahek kupiti predprodaja nakazilo trr povezava evstopnica,2020-02-01 21:00:00,762,274530155913754,4,0.04222529488168368
COLONIA&LUNA#25.01.2020#MARCO POLO,diskoteka marca pola organizirati najelik dogodek glasba let primorski oder marca pola oder skupina colonio luna popcorna dje cvera odeon oder dje adrian roy rezervacija vip miza cena vstopnica ticket prices kontingent vstopnica trenuten prodaja kontingent vstopnica kontingent kontingent rezervacija vip miza balkon cena locen vip vhod vip vstopnica boati sadje vstop predprodaja vstopnica prodajen mesto event petrola omv trafik kompas nov gorica big bang,2020-01-25 22:00:00,542,190837820966492,1,0.09303105482565231
Kuhanu Na Koles'h,street food trucka ulicen hrana retra tovornjacek festival nov mesto cas velik sporten dogodek dolenjski gostovanje novomeska maraton mon,2019-10-05 13:00:00,708,209610856250655,0,0.021802533459036707
"Mednarodni Festival zelišč, zdravilnih rastlin in konoplje",mednaroden festival zelišče zdravilen rastlina konopati slovenija lendati september zeliščen forum republika slovenija izboljšati zeliščen panoga povezovati državen strokoven zeliščar zeliščen dejavnost izobraževanje lokacija lendati lendavski grad strokoven tematika prihodnji izziv razvoj lokalen oskrba zelišče alenka marjetič žnider ministrstvo kmetijstvo gozdarstvo prehrana republika slovenija zelišče mali podjetništvo pachama luz sota brava zavod pachama center zavod izobraževanje ozaveščanje kultura bivanje iskanje ravnovesje človek narava kunov pridelati predelava zelišče jožica kapun maršik zelišče kmetijski gozdarski zbornica slovenija zavod murski sobota srčen žilen bolezen past prednost marija gorišek diplms fit marija gorišek slovenski zeliščen panoga predlog sodoben zakonski model milan kalan zeliščen kmetija kalan arnik društvo zdravilen rastlina zelišče zakonski predpis varen hrana blog uprava varen hrana varstvo rastlina murski sobota ministrstvo kmetijstvo gozdarstvo prehrana republika slovenija pospeševanje trženje zelišče slovenija globalen tržišče predstavitev projekt majda robić kmetijski socialen zeliščarski projekt društvo zeliščar pomurje vrt zdravilen aromatičen rastlina ihps žalec osnova raziskovalen strokoven delo maga nataša ferant inštitut slovenija pridelati sivka žajbljati pomur kmetijstvo kovač bakovec javen razprava javen strokoven razprava strokoven civilen javnost državen posloven medij stroka zeliščarstvo usklajevanje državen doseganje poenostavitev pospešen sodoben razvoj panoga visok ekonomski donos varovanje ukrep okolje namen zaščita naraven nahajališče lokalen zdravilen rastlina zaraščenost okužba invaziven raslina možnost uporaba ohranjanje zdrav neonesnažen rastišče sklop projekt varovanje naraven rastišče lokalen zdravilen rastlina osveščanje mednaroden ocenjevanje produkt zelišče zdravilen rastlina konopati ekološki produkt med podelitev priznanje ogled razstava izdelek predmet ocenjevanje nakupovati zeliščen izdelek grajski tržnica zelišče zdraviti rastlina ekološki izdelek domač obrt lokacija grajski dvorišče stopnišče lendavski grad sodelovati grajski eten program vključiti srednjeveški program kmetijski navada del lokacija otroški igrišče lendavski grad obiskati grajski vrt voden strokoven ogled grajski vrt gospodar vrt lokacija grajski vrt lendati žetev konopati setev zasajanje zdravilen rastlina zelišče strokoven komentar strokoven delavnica izvedben delo strokoven komentar lokacija grajski zeliščen vrt lendati lendavski grad hemp harvest sowing anda planting plants anda herbs with comments expert workshop with work anda expert location herbati casti garden lendati lendati casti vstopnina vljuden povabljen ekipa društvo zeliščar pomurje zeliščen forum republika slovenija dogodek društvo zeliščar pomurje infa društvo zeliščar pomurje gmailc delo društvo društvo zeliščar pomurje pomurje grajski vrt graditi velik zeliščen vrt centralen evropa velik sorten nabor konopati casti garden creati largesta herba garden centrala europiti with biggesta varietati garden hemp globala scati strokoven izobraževanje delavnica dogodek expert education workshops events zeliščen ponudba tourist herbati offera predšolski osnovnošolski srednješolski raziskovalen program preschool basica school secondary school study anda expert research programs zeliščen tea building herbati tea building zeliščen ponudba program herbati offera velik globalen cannabis projekt ara founders worlda largesta globala cannabis projecti worlda hemp congress,2019-09-07 11:00:00,557,3202104536482220,0,0.03279039049493255
Gasilska veselica v Štepanjskem naselju,štepanjski naselje zaključevati letošnji sezona gasilski veselica ljubljana dober žura dolg noč poskrbeti skupina mamba kings okusen hrana pijača poskrbeti štepanjski gasilec pozabiti velik srečel bogat nagrada videti sobota september velik šotor gasilski dom pesarski vstop prost spremljati aktivnost dogodek sproti dopolnjevati,2019-09-07 18:00:00,2320,944664185562875,3,0.03869280257912225
Akustični KOALA VOICE v KGB,razprodan koati voica skupina lanski leto zaključiti turneja španija korak narediti previden premišljen izštekati spomlad let jure longyki takrat skrben izbrati prostor kjer program ponoviti petek januar datum uspešnica disca frid nipti veda premikanje lep zadihati akustičen kitara ščepec elektrika vstopnina eura,2020-01-24 21:00:00,552,121251731253935,0,0.06665764097584434
BOWRAIN: 2020 SECONDS(A)LIVE + Drago Ivanuša @ KŠ,eng priznan domač glasbenik bowraina šiški navdušiti večkrat okvir praznik sodoben klavirski glasba pian day festival ment ljubljana predstavljati nov glasben projekt naslov seconds liv projekt nastajati jesen karakter vsebina glasba močen zaznamovati bowrainov mednaroden izkušnja sodelovanje južnoafriški kolektiv brothra moves avtor kino šiški predstaviti skupaj velik zasedba domač glasbenikov fen nils frah ólafura arnalds brodericka več infa vstopnica prodaja splet prodajen mreža event predprodaja dan dogodek popust omejen število prijava kti newsletter prenesti kti app,2020-01-24 20:00:00,532,154287574875,4,0.026270579099299144
