naziv,opis,datum_od,stevilo,sifra_prizorisca
"Martinovanje z Modrijani, Ljubavnici in Tomy Vertigo","Jesenski  žur v Gostilni pri Japu
Martinovanje  z MODRIJANI, LJUBAVNICI in TOMY VERTIGO
Sobota  16.11.2019 ob 21;00
-------------------------------------------------------------------------------------
V gostilni pri Japu bomo naredili nor Martinov žur z Modrijani in Ljubavnici  v soboto 16.11.2019.  Za odličen žur bodo poleg Modrijanov poskrbeli tudi glasbeni gostje, ki so LJUBAVNICI in Tomy Vertigo.
-------------------------------------------------------------------------------------
LJUBAVNICI :
https://www.youtube.com/watch?v=Sw8sMf_t7dY OKO ZELENO
https://www.youtube.com/watch?v=-PNZYb1pRsM JEDNA JEDINA
https://www.youtube.com/watch?v=tRWXI9F_Jmk SVE MI UZMITE
----------------------------------------------------------------------------------------
MODRIJANI :
https://www.youtube.com/watch?v=gSMKEIN3gts TI ME TAKO LEPO
https://www.youtube.com/watch?v=lUNC396xSbw SREČA JE V NAJU
https://www.youtube.com/watch?v=knj2zfID0hI TODA JAZ SEM TI OPROSTIL",2019-11-16 21:00:00,1395,671736182881527
Hip-Hop reunion 2019 (Poklon Hip-Hopu),"HIP HOP REUNION 2019

EARLY BIRD VSTOPNICE - SOLD OUT
PREDPRODAJA SPECIAL - SOLD OUT
PREDPRODAJA REGULAR - SOLD OUT 
PREDPRODAJA LAST MINUTE (TRENUTNO V PRODAJI):
CENA: 19 EUR (ONE WAY STORE) / 21 EUR (EVENTIM) 

NASTOPAJO:
NERED I STOKA
BAD COPY (AJS NIGRUTIN & TIMBE)
GENERAL WOO
EMKEJ
MRIGO & GHET
DRILL
SMOKE MARDELJANO
CYAM
MITO
DOŠA
GOTTSCHEE PROJECT
MIRKO
UM & KUNA FREESTALYE
VAZZ
DJ SUPASTAR
ZOFA LIPA

LADIES FIRST - BANGA CYPHER:
MASAYAH, F-RAW BLANKA, ŽENA, SAHAREYA

2ND FLOOR (ROOTS & SESSION SOUNDSYSTEM)
ROOTS & SESSION
KUSTUR

+ WARM UP: DJ NBGT

POZOR:
LANSKOLETNI HIP HOP REUNION JE BIL POPOLNOMA RAZPRODAN, ZATO SVETUJEMO NAKUP VSTOPNICE V PREDPRODAJI.
",2019-10-18 21:00:00,3741,43956324012
SHAKE DAT – Premiera!,"Nova cirkuška nanizanka za ljubitelje dancehalla, reggaetona, afrobeata, moombathona in r&b-ja s temperamentom aka all-nighter z DJ Deyem in njegovo svetovno selekcijo, s katero se bo v klubu Cirkus poletje zavleklo globoko v jesen in zimo!

- - - - - 

DJ DEY All Night Long
https://www.facebook.com/deejaydey

- - - - - 

KLUB CIRKUS
Trg Mladinskih delovnih brigad 7, LJ 
www.cirkusklub.si // www.facebook.com/cirkus.klub 

Cene vstopnic / Tickets prices
navadna / regular = 8 eur
VIP = 18 eur 

INFORMACIJE: info@cirkusklub.si 

VIP & REZERVACIJE MIZ: rezervacije@cirkusklub.si // +386 (0)41 777 747

IZGUBLJENI PREDMETI / LOST & FOUND:
garderoba.cirkus@gmail.com // +386 (0)41 777 748",2019-09-14 23:00:00,559,237302949627686
La magia del Lago di Bled e camminata al Canyon di Vintgar,"Una super uscita di giornata nel verde della Slovenia: vedremo il famoso Lago di Bled e la Gola di Vintgar, una gola scavata dalla forza dell'acqua.

Tutte le info nel link qui sotto

https://www.conmigoadventure.it/viaggi/lago-di-bled-e-gole-di-vintgar/

costo 55 euro da Vicenza Padova Verona Arzignano Montebello San Giorgio di Nogaro Trieste

costo 65 euro da Brescia Mantova Desenzano

chiama lo 0444 455245 per tutte le informazioni o scrivi una email a info@conmigoadventure.it",2019-07-28 05:00:00,1221,109487632411598
VAZZ [z gosti] - Predstavitev albuma »Jacob« - Razprodano,"V sodelovanju z VICE Events bo v Kinu Šiška (dvorana Komuna) premierno nastopil Mark Jacob Cavazza, ki svojo umetniško plat skozi rime izraža pod imenom Vazz. S prvencem »Individum« je mlad ljubljanski raper že lansko zimo upravičil svoj psevdonim »Mladi Prešeren« in tudi letos se, brez dlake na jeziku, nikakor ne ustavlja. 
Na dogodku bo prvič v živo predstavil svoj drugi solo album z naslovom »Jacob.« ?
https://www.youtube.com/watch?v=Bw4ITDvNj28&feature=youtu.be&fbclid=IwAR2JTMAndX3yRNxF13hM3WxLdYqAalWpFg_KfrpqI0w2mL6eTS9Uh3DU11g

Skozi večer se mu bodo na odru pridružili razni gosti, med drugimi primorec Zofa Lipa, ki z obale prihaja zatrest prestolnico s svojim tretjim solo albumom »Obalni duh starodavnega pirata.« 
https://www.youtube.com/watch?v=xN20Iis-kzM

Dogodek bosta otvorila simpatični duo Žena & Janči, ki sta pred kratkim stopila na sceno s singlom »Mačk.«
https://www.youtube.com/watch?v=14My_r4ik4g.

Za gramofoni jim bo skozi celoten večer kril hrbet DJ SunnySun, ki bo dogodek z občutkom povezal v pravo hip-hop poslastico. ✌️
https://www.youtube.com/watch?v=m7UjB78wOVw&t=1055s
---
? LINEUP:
DJ Sunny Sun: Skozi celoten večer.
Žena & Janči: 21:00 - 21:30
Zofa Lipa: 22:00 - 22:45
Vazz: 23:15 - 00:15


? VSTOPNICE: 
RAZPRODANO",2019-11-09 21:00:00,812,154287574875
Kako čustva vplivajo na naše bolezni in zdravje,"V vsakoletnem ciklu Na poti k sebi ponujamo v ptujski knjižnici niz psiholoških predavanj, s katerimi želimo ponuditi različne vsebine za različne življenjske situacije in z različnimi pristopi.
Letošnji predavatelj je Andrej Pešec, univ. dipl. politolog mednarodnih odnosov, predavatelj, vedski pedagog, strokovnjak za odnose, vzgojo in osebni razvoj.
Njegova predavanja so sinteza različnih znanj, motivacijske psihologije, zgodb in modrosti.

Naša čustva imajo ključno vlogo pri razvoju različnih telesnih bolezni, tako vplivajo na razvoj bolezni srca, kože, pljuč, se kažejo kot avtoimune bolezni, pri težavah s ščitnico, kot osteoporoza, revma …
Na predavanju se bomo učili prepoznavati sporočila našega telesa, ugotavljali bomo, kaj vse vpliva na naše delovanje in kje je skrivnost optimalnega celostnega zdravja. 
Kaj pomeni umetnost transformacije vseh t. i. negativnih čustev? 
Pogledali si bomo, katere sprostitvene tehnike nam lahko pomagajo. 

Predhodne prijave niso potrebne, vstop je prost. Vabljeni! 
",2019-10-09 17:00:00,808,337523816265477
SMOKE FEST MAKOLE 2019 v dimljemju svinjskih in govejih reber,"Gurmani in vsi ljubitelji dobre hrane pozor.  1. septembra se bo v Makolah dimilo in peklo. Na osrednjem trgu v Makolah bo potekalo tekmovanje v dimljenju reber v treh kategorijah. Predstavljali  se nam bodo podjetja in organizacije, ki so kakor koli povezane z dogodkom. Na dogodku bodo prisotni lokalni mesarji ( moj mesar Jože),vinarji(vinogradništvo Plavčak), lokani pivovarji(old franz brewery, Kozel)...ter seveda strokovnjaki na tem področju(Stari Pisker Celje, Žarovnije bbq, Špena d.o.o.,..) . Prisotna bodo podjetja, katera  izdelujejo in prodajajo peči smokerje(PRO Q, ŠPENA d.o.o.).Kuharji se zbereje med 7 in 8 uro zjutraj. Ob 16 uri dajo pred  komisijo rebrca in pol bodo vsi ponujali svoje specialitete v prodajo. Cel dan bo šank odprt in dogajale se bodo predstavitve povabljenih gostov. Pivovarji, gostinci, vinogradniki, izdelovalci peči, uvozniki, dodatki za peko...itd vabljeni. Vas zanima udeležba na tekmovanju, pokličite-pišite nam. 
Tako, Wild West on Fire je za nami (čestitke organizatorjem za odlično izpeljan dogodek!), čez tri tedne pa sledi že naslednji BBQ ""highlight"" v Sloveniji! :D Prvo tekmovanje ljubiteljskih ""pitmastrov"" Makole smoke fest. 

Vabljeni vsi, ki želite svoje znanje BBQ-ja pokazati širši javnosti, da ne bodo samo družina in prijatelji uživali v vaših dobrotah! 

Za več info in prijavo na dogodek lahko preko ZS kontaktirate Beno Toplak, Franci Gorjp ali pa pišete na zavodmakole@gmail.com.

Le pogumno, vsi dobrodošli! Namen tekme je, da ljubitelji BBQ-ja delimo naše znanje in izkušnje o peki drug z drugim, ter da se bomo (kar je glavno pri BBQ-ju!) prijetno družili. To je prva tekma pri nas namenjena le za ljubitelje. ;) Pridejo tudi različni gostje, ki vam bodo delili nasvete, vas vzpodbujali in izdali tudi kakšno skrivnost! ;)

Se vidimo v Makolah 1. septembra! 
 https://www.facebook.com/events/712978645840231/?ti=as
Podrobnosti sledijo...",2019-09-01 08:00:00,701,108950592456293
Ivan Zak,"Še zadnji koncert to sezono.
Z nami bo Ivan Zak!!! ????
Vstopnice v predprodaji bo možno kupiti od četrtk dalje na vseh eventimovih prodajnih mestih. Na dan dogodka se vstopnice prodajajo pred vhodom na prizorišče.
Predprodaja: 6€
Dan dogodka: 8€",2019-08-30 21:00:00,734,106413489780115
Vonj po Istri 2019,"Krkavče – Vonj po Istri je pristni istrski dogodek, ki zajema predstavitev vasi Krkavče, njenih prebivalcev, običajev, kulinarike, izdelkov in živali, ki so bile nekoč nepogrešljivi del življenja na vasi. Odvijal se bo v soboto 21. septembra, v mesecu, ko goduje Sv. Mihael, zavetnik vasi Krkavče. 

Glavni prireditveni prostor bo na čudovitem in edinstvenem vaškem trgu pred cerkvijo, ki leži na “živi” skali. Tam bo postavljen oder ter gostinska ponudba, ki bo ponujala tudi avtohtone istrske jedi kot so česnova juha, mineštra s koruzo, bakala s polento, …

- DOMAČE STOJNICE
Ob poti, ki pelje do vaškega trga, bodo postavljene stojnice, na katerih bodo predvsem domačini ponujali domače skrbno pridelane in izdelane tradicionalne dobrote, ki so bile skozi celotno zgodovino vasi njen zaščitni znak. Poleg stojnic z domačimi izdelki bodo postavljene na ogled tudi t.i. tematske stojnice, na katerih bodo predstavljeni tradicionalni istrski običaji (istrska glasbila, oblačila, …) in spominki, ki jih bodo izdelale pridne roke mladih krkavških gasilcev.

- VODENI OGLEDI
Ker so Krkavče poznane po različnih turističnih atrakcijah, bo obiskovalcem na ogled postavljena cerkev nadangela Sv. Mihaela, vas Krkavče, istrska hiša Vrešje, itd. Avtobus pa Vas bo odpeljal na ogled najstarejše istrske oljarne, krkavškega kamna, istrskega goveda Boškarina in v park avtohtonih istrskih živali.

- KULINARIČNA EKSPLOZIJA
Tekmovalca televizijskega šova Masterchef, Sara in Špela, bosta skupaj z otroki okoliških osnovnih šol v živo pripravila preproste istrske jedi kot to počnejo največji kuharski mojstri.

- ORANJE Z BOŠKARINOM
Po  obuditvi slovenskega istrskega običaja – oranje z boškarinom, vam bomo letos ponovno  prikazali oranje prav na kraju, kjer so to počeli naši nonoti in none, in na isti način s pravim, prekrasnim belim istrskim volom – boškarinom.

- KULTURNI PROGRAM
Osrednji in zaključni del prireditve bo predstavljal kulturni program, ki se bo odvijal na vaškem trgu pred cerkvijo. Takrat bodo iz grl okoliških pevcev zadonele istrske pesmi, folklorne skupine v šavrinskih nošah pa nas bodo zavrtele v ritmu istrske glasbe. Zapeli nam bodo En big band in Rudi Bučar.",2019-09-21 11:00:00,1614,648996645195787
LAPSUS BAND @SPACE BAR (31. 8.),"???? SOBOTA, 31. 8. ➡️ LAPSUS BAND ????
Ekipa Space bara samo za vas ponovno pripravlja nepozabno najboljšo zabavo v mestu in okolici z LAPSUS BANDOM❗️????????????????????‍♀️

*DJ ????
*hostese ????‍♀️
*light show
*prijeten ambient ...

❗️ VSTOP 18 +❗️

Pripravite se na največjo zabavo daleč naokoli in si rezervirajte svojo mizo za najboljšo zabavo v mestu!
Info. in rezervacije: 070 280 430 ????",2019-08-31 22:00:00,549,289518995059825
Veliko silvestrovanje @Trg Leona Štuklja,"Veliko silvestrovanje na Trgu Leona Štuklja ???

Pričnemo ob 22h. Nastopili bodo Groovocado in Big Foot Mama ?",2019-12-31 22:00:00,1065,1008920022484743
1NA1: Štras & Manca Trampuš,"Gregor Strasbergar – Štras iz MRFY in Manca Trampuš iz Koala Voice sta najbolj prepoznavna glasova nove generacije rockerskih pesnikov. Manca Trampuš je s Koala Voice na novo postavila pravila ženskega rock vokala pri nas ter se pri 23 letih lahko pohvali s štirimi izdanimi albumi in več kot 100 koncerti, 26-letni Štras pa je lani z MRFY izdal dolgometražni prvenec Story in prejel zlato piščal za novince leta. Na Štrasu in Manci stoji novi koncertni rock.

1NA1 so glasbeni dialogi - nov glasbeni cikel v SiTi Teatru BTC prinaša nabor avtorjev in avtoric, ki so se morda že velikokrat srečali, a so le redko skupaj stali na odru in se pogovarjali: ena na ena o glasbi, preko glasbe. V koncertnem ciklu 1NA1 bo pet parov glasbenikov in glasbenic preko izbranih skladb obujalo spomine, menjavalo vloge, razkrivalo svoje dogodivščine in glasbena pričakovanja, predvsem pa v intimnem vzdušju spregovorilo o zakulisju glasbe, ki nam je blizu. ",2020-02-12 20:00:00,584,143411535722313
"✘ RBD Tribute PARTY ✘ | petek, 6.12. v Klubu Mesečina Trbovlje","6. decembra ob 20:00 se bo v Sloveniji prvič po razpadu skupine odvijal RBD Tribute Party.

Vse skupaj se bo začelo ob 20:00 uri in trajalo vse do 3:00 ure. Vabljeni ste vsi oboževalci skupine RBD - stari in novi, ki se bi radi spominjali starih časov in uživali v njihovih pesmih.

Kar je najpomembneje: VSTOPNINE NI, STAROSTNE OMEJITVE NI IN ZA PIJAČO BO POSKRBLJENO❗

▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬▬
Lokacija:
Klub Mesečina
Bevško 45/e
Trbovlje
https://goo.gl/Xb6pBp",2019-12-06 20:00:00,758,196796210330502
Oktoberfest / Modrijani & Poskočni muzikanti / Mr. Andy DJ,"Tradicionalni oktoberfest pr PIŠEK!

Oktoberfest je festival, ki poteka vsako leto. Je ena izmed najpopularnejših prireditev v Nemčiji in s šest milijoni obiskovalcev vsako leto eden največjih festivalov na svetu. Hkrati predstavlja tudi pomemben del bavarske kulture.

___________________________________________________

► Kdaj? 19. 10. 2019
► Začetek: ob 21. uri
► Kje? Pišek Bar, Lopata 17, Celje

DOGODEK BO POTEKAL POD ŠOTOROM!

___________________________________________________

VSTOPNINA: 
Prvih 100 kart: 5€ <-- RAZPRODANO

Predprodaja #1: 8€ 

Predprodaja #2: 10€ 

Na dan dogodka: 12€


PRODAJNA MESTA:
- PIŠEK BAR
------------------------------------------------

VIP:
Rezervacija mize: za le 140 EUR. Cena vključuje:
- boat po izbiri
- 4 VIP vstopnice
- miza s pogledom na oder
- barman, ki skrbi samo za VIP goste

Izbiraš lahko med: 
- vodka Finlandia boat,
- Jägermaister boat,
- Jack boat,
- gin Hendricks boat.

PS: 
VIP lahko kupiš v Pišek Baru, kjer z nakupom dobiš posebne karte, s katerimi si zagotoviš vse prednosti za najboljši žur! 

Informacije na: 
✉️: barpisek@gmail.com
?: 0 41 945 118

Se vidimo! #oktoberfest #pišekbar",2019-10-19 21:00:00,3142,493228494509360
"Gibonni & gost Urban, Isaac Palma, Ines Erbus v Dvorcu Rakičan","GIBONNI in gost URBAN, ISAAC PALMA, INES ERBUS, POSKOČNI MUZIKANTJE in BLUE PLANET

V DVORCU RAKIČAN, nedelja 27. 10. 2019 ob 13:00
 
V okviru prireditve Ples – noč čarovnic 2019 nas bodo drugi dan prireditve na grajskem odru zabavali: Gibonni z gostom Urbanom, Isaac Palma in Blue Planet ter na odru v ogrevanem grajskem šotoru Poskočni muzikantje in Ines Erbus. Prireditev bo potekala v vsakem vremenu.
Poleg odličnega glasbenega programa smo pripravili tudi pester, srednjeveško in čarovniško-zabavno obarvan program namenjen vsem generacijam, ki bo objavljen v začetku oktobra.
 
Vstopnica po »Early Bird« ceni, ki je veljavna do razprodaje 1. kontingenta vstopnic, vendar najdlje do 23. 9. 2019 znaša: 6,90 Eur.
Cena vstopnic v predprodaji (od razprodaje 1. kontingenta): 7,90 Eur
Cena vstopnic v redni prodaji na dan prireditve: 10,00 Eur

Cene v predprodaji za otroke:
- otroci do 2. leta: vstop PROST, 
- otroci od 3. do 12. leta v spremstvu staršev oz. skrbnikov: 4 Eur

Cene v redni prodaji za otroke:
- otroci do 2. leta: vstop PROST, 
- otroci od 3. do 12. leta v spremstvu staršev oz. skrbnikov: 5 Eur

Čarobna vstopnica za vse tri dni prireditve po promocijski »Early Bird« ceni, ki je veljavna do razprodaje 1. kontingenta vstopnic znaša: 14,90 Eur. 

Čarobna vstopnica za vse tri dni prireditve od razprodaje 1. kontingenta vstopnic znaša: 15,90 Eur. 

Cena vstopnice Galerija (VIP vstopnice) znaša 20,00 Eur. 
Vstopnice Galerija omogočajo imetnikom dostop do arkadnega hodnika v prvem nadstropju. Nakup vstopnic Galerija je možen izključno preko spletnega sistema.

Nakup vstopnic je možen v Kavarni dvorca Rakičan in preko spletnega sistema nakupa na sledeči povezavi:
https://ris-dr.si/basket 

Opombe: 
*Edino prodajno mesto, na katerem je možen nakup vstopnic v fizični obliki je Kavarna dvorec Rakičan.
*Imetnike vstopnic za Ples - noč čarovnic naprošamo, naj za zaščito lastnih interesov ne objavljajo javno fotografij kupljenih vstopnic, saj je na vsaki vstopnici natisnjena QR koda in lahko pride do zlorabe.
*Točen razpored izvajalcev bo objavljen v začetku oktobra.
",2019-10-27 13:00:00,2448,309852965769672
Slovenian Open National Hot Air Balloon Championship – Murska So,"Competition will be is sanctioned as an open national championship by Aeronautical Association of Slovenia and FAI Category I event. It is organized by Balonarski klub ROTO.

Competition will be held between August 27th and September 01st in the area of Murska Sobota and Prekmurje.

Competition is open for all Slovenian pilots who are members of Aeronautical Association of Slovenia and are holding a valid FAI sporting license.

Competition is also open for all foreign pilots who are members of their national aeronautical associations and are holding a valid FAI sporting license, max 40 competitors.

Registration will start on March 1st 2019

Final application deadline is August 5th 2019.

Entry fee 250€ includes competition organization, maps, cold morning meal, opening and closing ceremony for pilot and three crewmembers. Entry fee does not include propane or accommodation.

More information on www.hotairballoons2020.com",2019-08-27 05:00:00,776,1204369333051862
The New Power Generation celebrating Prince! /14.12./,"The New Power Generation celebrating Prince!

V Ljubljano v sklopu serije koncertov Musicology Barcaffe Sessions prihaja težko pričakovani glasbeni spektakel, ki ga v čast svojega frontmana, mentorja, brata in ene največjih legend svetovne glasbene scene Princea, pripravlja njegov legendarni bend, The New Power Generation!

Vstopnice so na prodaj na vseh prodajnih mestih @mojekarte.si
https://www.mojekarte.si/si/musicology-barcaffe-sessions-the-new-power-generation-celebrating-prince/vstopnice-1125018.html

EARLY BIRD (omejeno število): 17€  ❌ RAZPRODANO ❌
PREDPRODAJA (omejeno število): 20€ ❌ RAZPRODANO ❌
PREDPRODAJA: 23€
NA DAN KONCERTA: 25€
 
Člani benda The New Power Generation, ki so v obdobju med 1990 in 2013 spremljali neponovljivega Princea, so se prvič ponovno združili na uradnem tribute koncertu pred tremi leti v pevčevem rojstnem Minneapolisu. Morris Hayes, klavijaturist, glasbeni vodja benda in Princeova desna roka, je na koncertu združil prvotne člane benda, kot gostje pa so se jim pridružili številni svetovni zvezdniki, kar je pripeljalo do nepozabne glasbene proslave. Prav neverjetno pozitiven odziv publike in strokovne javnosti je pripeljal do ideje o koncertni turneji Princu v čast. Na turneji The New Power Generation je sicer nenadomestljivega Princa na mikrofonu nadomestil karizmatični pevec MacKenzie, ki je s svojimi fantastičnimi vokalnimi sposobnostmi in energičnim odrskim nastopom vzbudil navdušenje publike po vsem svetu. Princa ne poskuša oponašati, pač pa mu s svojim avtentičnim nastopom predvsem izkazuje spoštovanje, s čimer si je prislužil veliko spoštovanje publike. 

The New Power Generation pravijo, da na vsakem nastopu igrajo kot da je njihov šefe še vedno z njimi na odru, njihovi koncerti pa so pravi glasbeni kalejdoskop največjih hitov iz vseh obdobij bogate kariere legendarnega Princa, ki je, ko je leta 1990 ustanovil The New Power Generation, tudi lastnoročno napisal sporočilo za javnost, v katerem je poudaril, da je njegov bend “najboljši bend vseh časov”, ki pa je kaj kmalu postal tudi “the funkiest band in the land”. 

“Lay down your funky weapon, come join us on the floor. Making love and music’s the only things worth fighting 4. We r the new power generation, we want 2 change the world. The only thing that’s in our way is u. Your old fashioned music, your old ideas, We’re sick and tired of u telling us what 2 do. We r the New Power Generation.....” (Prince)

Lineup:
• MacKenzie – vokal
• Morris Hayes (MD & keys)
• Sonny T (bass) 
• Tony M (rap & 2nd guitar),
• Les Cleveland – (drums), 
• Kenny Holmen (sax & flute)
• Homer O’dell or Levi Seacer (lead guitar)

----------------------
Koncept Musicology Barcaffe Sessions Slovenija je v resnici preprost. Poudarek je na skrbno izbranih jazz, funk, soul in r'n'b glasbenikih svetovnega formata, ki nastopajo v intimnem klubskem vzdušju. S serijo koncertov Musicology Barcaffè Sessions, ki se razvija in raste na relaciji Ljubljana - Zagreb - Beograd, tako glasbo končno vračamo publiki, publiko pa glasbenikom. Svojo ljubljansko zgodbo smo začeli septembra 2017, od takrat pa so na različnih prizoriščih v prestolnici nastopili Incognito, Robert Glasper, Angie Stone, Mario Biondi, Knower, Keziah Jones, Raul Midon in Snarky Puppy. Tretjo sezono zaganjamo s koncerti Hindi Zahre (26.9., Cvetličarna), The Brand New Heavies (27.10., Kino Šiška) in The New Power Generation (14.12., Kino Šiška)
 
Dobrodošli na krovu! ",2019-12-14 21:00:00,667,154287574875
Teden Okusov Posavja 29/8-7/9,"⚜️TEDEN OKUSOV POSAVJA (29.8.-7.9. 2019)⚜️

????????????Pod nazivom OKUSI POSAVJA so združili moči vrhunski kuharji, vinarji in pridelovalci v regiji, ki cenijo lokalne sestavine in dobrine pridelane v Posavju.
????????V tednu Okusov Posavja od 29.8.-7.9.  se bodo zvrstili številni dogodki za vse okuse.... 
????????????Od uličnega festivala do zahtevnejših krožnikov- brez velikih besed bomo razgalili najboljše kar ponuja regija Posavje!

PROGRAM:

????????????Četrtek, 29.8., Tri lučke
Otvoritveni dogodek je namenjen slovenskim in hrvaškim medijem, turističnim agencijam ter ostalim akterjem na področju turizma. Pod znamko OKUSI POSAVJA bodo vrhunski chef-i, vinarji ter pridelovalci  predstavili najboljše kar ponuja Posavje in obenem otvorili začetek tedenskega gastronomskega razvajanja v Posavju.

Sodelujejo:
Tri lučke, Ošterija Debeluh, Gostilna Repovž, Gostilna Kunst, Splavar, Restavracija Ajda, Gostilna Jež, Gostilna Šempeter, , Penine Istenič, Keltis, Kmetija Kobal, Vinska klet Žaren, Klet Krško, Domaine Slapšak, Vina Kerin, Vino Kozinc, Vinska klet Molipachi, Klet Lipej, Pivovarna Ressel, Sirarna Gorišek, Eko kmetija Kukenberger, Evrosad, Žganjekuha Budič, Kmečka zadruga Sevnica, Ekološka kmetija Repovž, Olja Balon, Slaščičarna in kavarna Julija, Kmetija Grobelnik
Sponzorji: Avtohiša Makoma, Luxury transport, DG  Duke Group, eVino, Cvetličarna Irena



????????????Torek, 3.9., 18.00, Vinska klet Žaren
Okrogla miza: VINSKI TURIZEM
Dogodek, ki je namenjen vinarjem, vinogradniškim društvom in ostalim zainteresiranim bo priložnost za aktivno vključevanje poslušalcev z vprašanji in pobudami na omenjeno temo. Dogodek je brezplačen, število mest je omejeno, prijave sprejemamo na kristina.ogorevc-racic@cptkrsko.si ali na telefonsko številko 051/655 226.
(moderator Drago Bulc)
Sodelujejo: Jernej Žaren (Vinska klet Žaren), Lojze Kerin (Vinarstvo Kerin), Rok Petančič (vodja projekta Modra frankinja) , prof. dr. Aleš Gačnik (Univerza na Primorskem),  dr. Aleksandra Pivec, (ministrica za kmetijstvo, gozdarstvo in prehrano RS), Jean Michel Morel (Domačija Kabaj Morel)
Sponzor: Avtoline Krško

????????????Petek, 30.8. - petek, 6.9., lokacija pri gostincih regija
Posavje
Teden posavske gastronomije pri izbranih gostincih
V tednu od 30.8.-6.9. bodo posavski gostinci še posebej poudarili jedi pripravljene iz svežih, lokalnih surovin ter za obiskovalce pripravili zanimive jedilnike, kjer boste spoznali tudi dobavitelje iz lokalnih kmetij. Vsak na svoj način- raznoliko, pestro, spontano, preprosto v družbi najboljših posavskih vin. Ponudbo preverite pri posameznih gostincih ter si pravočasno zagotovite rezervacijo.

Sodelujejo:
Gostilna Repovž (07) 818 56 61, Tri lučke (07) 620 58 06 , Gostilna Kunst (07) 488 03 18,  Debeluh (07) 496 10 70 , Splavar (07) 499 06 30, Restavracija Ajda 081 603 060, Pivnica Apolon (07) 490 23 60, Gostilna Les (07) 496 11 00, Gostišče Dolinšek (07) 81 41 595, Gostilna Šempeter (03) 580 42 22, Restavracija Silvester (07) 814 65 00, Gostilna Pečnik (07) 497 15 62, Gostilna Jež (03) 568 52 40,
Gostilna Žolnir (07) 49871 33

????????????Sobota, 7.9.,Tržnica Videm
⚜️Festival vina in kulinarike ( ponudba na ulici) 17.00- 01.00
Festival se bo odvijal na ulici v starem mestnem jedru, kjer bo na stojnicah ponudba raznolikih jedi s poudarkom na ribah in jedeh iz krškopoljca, seveda tudi tokrat v družbi posavskih vinarjev. Dogodek je brezplačen, nakup bo mogoč po sistemu žetonov.  

Vinarji:
Kerin- Hiša frankinje, Hiša trt, vina in čokolade Kunej, Klet Pirc, Vinska klet Žaren, Vina Dular, Klet Krško, Vinska klet Molan, Vinarstvo Keltis, Vinska klet Mastnak , Vinotrs d.o.o.- Robert Jarkovič , Kmetija Kobal, Vina Kozinc, Hiša vin Grabnar, Vino Kralj
Kulinarika: Splavar, Gostilna Pečnik, Restavracija Ajda, Restavracija Silvester , Gostilna Jež
Glasba: Klara in Lovro

????????????Sobota, 7.9.,Zbor na parkirišču pred Tržnico Videm 16.45 -vkrcanje na avtobus in gasa na skrito lokacijo
V čudovitem atriju Mencingerjeve hiše vas bodo posavski  kuharji razvajali s kulinaričnimi umetninami iz oči v oči z najboljšimi regijskimi vinarkami.

⚜️Atrij izbranih okusov ( Mencingerjeva hiša) 17.00 – 19.30
Vstopnice po ceni 40 eur (5 eur donacija nadarjenim dijakom) lahko kupite v Gostilni Kunst, v Restavraciji Tri lučke in v Gostilni Repovž

Kulinarika: Gostilna Repovž , Tri lučke, Gostilna Kunst
Vina: Vinska klet Žaren, Klet Krško, Kmetija Kobal
Sponzor: Avtoline Krško


Organizator Tedna okusov Posavja je Center za podjetništvo in turizem Krško v sodelovanju z Občino Krško in regijskimi ponudniki. Partner Festivala vina in kulinarike (7.9.) je KŠTM Sevnica. Več informacij na info@cptkrsko.si ali na 041 353 505 (kontakt Ksenja Kragl)

",2019-08-29 18:00:00,719,195859357615566
KUMFest 2019｜30. in 31. avgust | Trbovlje,"Končno je čas za KUMFest 2019! 

???? Kdaj? Petek, 30. 8. in sobota, 31. 8. 2019!

???? Kje? Pred Zasavskim muzejem v Trbovljah!

Po nekajletnem premoru se KUMFest vrača še večji, še odmevnejši in še bolj nor kot pretekla leta ????????

????Z nami bodo????: 

???? PETEK, 30. AVGUST 2019 

- živahna Tanja Žagar
- energični Poskočni muzikanti
- zabaven PiNg PoNg PartyBand
- nora Petkova pumpa
- simpatične Kumske punce

???? SOBOTA, 31. AVGUST 2019

V soboto obiskovalce čakajo številne zanimive animacije in bogat otroški program, v večernih urah pa nora fešta v družbi zvenečih imen zabavne glasbe. 

- legendarni Dražen Zečić
- vrhunska Klapa More - Šibenik
- neverjetna Klapa Siniša Žunec
- nora Aktualova Galama

⚠ VSTOPNINE NI ⚠

???? Naj se priprave na najbolj noro fešto v Trbovljah začnejo ZDAJ ????

Dražen Žečić: https://www.youtube.com/watch?v=Zvmqnirgrmc
Tanja Žagar, Arriva: https://www.youtube.com/watch?v=nBgiBLB7pDg
Poskočni Muzikanti: https://www.youtube.com/watch?v=qcmPcb6ZVtM
Klapa More: https://www.youtube.com/watch?v=KWz5nh5cBvs
Ping Pong Party Band: https://www.youtube.com/watch?v=3vVQ8jfum6A
Kumske punce: https://www.youtube.com/watch?v=ssLFZi2F05M",2019-08-30 19:00:00,1502,263378383737536
